,Unnamed: 0,Unnamed: 0.1,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
27450,20899,30314,12308887,JE161354,03/06/2021 09:15:00 PM,075XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2411,24,50.0,2,06,1159016.0,1949895.0,2021,03/13/2021 03:51:08 PM,42.018244679,-87.690186314,"(42.018244679, -87.690186314)"
27453,3398,5136,12268191,JE111179,01/12/2021 10:49:00 PM,059XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GAS STATION,False,False,713,7,16.0,67,06,1166686.0,1865425.0,2021,01/19/2021 03:53:51 PM,41.786291714,-87.664386014,"(41.786291714, -87.664386014)"
27476,33508,48812,12338685,JE197632,04/12/2021 07:25:00 PM,018XX E 73RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,324,3,7.0,43,14,1189887.0,1856939.0,2021,04/19/2021 05:20:48 PM,41.762478631,-87.579593125,"(41.762478631, -87.579593125)"
27487,20354,29509,12288527,JE135741,02/08/2021 09:00:00 AM,0000X E ROOSEVELT RD,0460,BATTERY,SIMPLE,CTA TRAIN,True,False,123,1,4.0,32,08B,1176818.0,1895074.0,2021,03/12/2021 03:51:55 PM,41.867428687,-87.626342565,"(41.867428687, -87.626342565)"
27500,5732,8593,12276114,JE120366,01/19/2021 09:30:00 PM,016XX W WALLEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2432,24,49.0,1,14,1164163.0,1944242.0,2021,01/26/2021 03:51:22 PM,42.002625049,-87.671407165,"(42.002625049, -87.671407165)"
27501,6872,10219,12275511,JE119625,01/21/2021 10:06:00 PM,078XX S BURNHAM AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,421,4,7.0,43,08B,1196083.0,1853483.0,2021,01/28/2021 03:49:05 PM,41.752843891,-87.55699864299999,"(41.752843891, -87.556998643)"
27504,14626,21235,12294123,JE143087,02/16/2021 02:18:00 PM,024XX W CULLOM AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1911,19,47.0,5,11,1159284.0,1928483.0,2021,02/23/2021 03:48:18 PM,41.959483764,-87.68979219200001,"(41.959483764, -87.689792192)"
27507,25343,36828,12321908,JE176437,03/19/2021 04:00:00 PM,080XX S RIDGELAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,414,4,8.0,46,11,1189372.0,1852167.0,2021,03/26/2021 05:00:56 PM,41.749396208,-87.58163346399999,"(41.749396208, -87.581633464)"
27508,1865,2787,12264217,JE106572,01/07/2021 12:00:00 PM,027XX W ROOSEVELT RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1135,11,28.0,29,11,1158071.0,1894595.0,2021,01/16/2021 03:49:23 PM,41.866517317,-87.695178701,"(41.866517317, -87.695178701)"
27509,22714,33034,12312731,JE165610,03/11/2021 07:30:00 AM,044XX N MALDEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1913,19,46.0,3,08B,1166743.0,1929560.0,2021,03/18/2021 04:52:21 PM,41.962282104,-87.66233873200001,"(41.962282104, -87.662338732)"
27519,12002,17451,12288097,JE135293,02/07/2021 04:00:00 PM,001XX S STATE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,True,False,112,1,42.0,32,04A,1176405.0,1899613.0,2021,02/14/2021 03:47:33 PM,41.879893301,-87.62772175100001,"(41.879893301, -87.627721751)"
27520,19804,28674,12306037,JE157920,03/03/2021 12:30:00 PM,028XX N LEAVITT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1931,19,1.0,5,08B,1161686.0,1918760.0,2021,03/10/2021 03:48:52 PM,41.932753467,-87.68123334799999,"(41.932753467, -87.681233348)"
27525,12263,17810,12288937,JE136406,02/08/2021 09:46:00 PM,014XX N LA SALLE DR,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1821,18,27.0,8,06,1174868.0,1909868.0,2021,02/15/2021 03:50:56 PM,41.908068111,-87.633058026,"(41.908068111, -87.633058026)"
27535,32360,47126,12340948,JE200244,03/09/2021 08:00:00 AM,031XX W LOGAN BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1411,14,32.0,22,06,1154805.0,1917258.0,2021,04/17/2021 05:23:14 PM,41.928772694,-87.706560763,"(41.928772694, -87.706560763)"
27540,15034,21832,12295302,JE144610,02/18/2021 01:30:00 AM,0000X E WACKER DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,False,True,111,1,42.0,32,08B,1176956.0,1902517.0,2021,02/25/2021 03:51:59 PM,41.887849586,-87.625610638,"(41.887849586, -87.625610638)"
27544,17809,25797,12302211,JE153328,02/26/2021 06:23:00 PM,058XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,715,7,15.0,67,08B,1165671.0,1866157.0,2021,03/05/2021 03:49:32 PM,41.788322024,-87.66808675700001,"(41.788322024, -87.668086757)"
27563,32104,46725,12338701,JE197599,04/08/2021 10:00:00 AM,018XX N ST LOUIS AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1422,14,1.0,22,08A,1153220.0,1911888.0,2021,04/15/2021 05:38:17 PM,41.914068606,-87.71252800200001,"(41.914068606, -87.712528002)"
27577,21450,31133,12310011,JE162433,03/08/2021 12:30:00 AM,004XX N MC CLURG CT,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1834,18,42.0,8,06,1179130.0,1903028.0,2021,03/15/2021 04:48:08 PM,41.889202315,-87.61761145700001,"(41.889202315, -87.617611457)"
27578,17092,24765,12301054,JE151789,02/24/2021 10:00:00 AM,015XX W SUNNYSIDE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1912,19,47.0,3,11,1165131.0,1929965.0,2021,03/03/2021 03:47:36 PM,41.963427927,-87.668253827,"(41.963427927, -87.668253827)"
27589,8263,12251,12279210,JE124017,01/26/2021 05:45:00 PM,041XX N KEYSTONE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1722,17,39.0,16,04B,1148552.0,1927104.0,2021,02/02/2021 03:48:32 PM,41.955914068,-87.729283695,"(41.955914068, -87.729283695)"
27610,3012,4555,12266225,JE109102,01/10/2021 04:50:00 PM,083XX S HOLLAND RD,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,622,6,21.0,44,06,1175643.0,1849595.0,2021,01/17/2021 03:49:56 PM,41.742656445,-87.632018466,"(41.742656445, -87.632018466)"
27614,7676,11383,12277217,JE121733,01/24/2021 07:50:00 AM,054XX W CONGRESS PKWY,0560,ASSAULT,SIMPLE,STREET,False,True,1522,15,29.0,25,08A,1140327.0,1897153.0,2021,01/31/2021 03:48:03 PM,41.873880295,-87.76025680299999,"(41.873880295, -87.760256803)"
27637,19194,27822,12309537,JE162165,02/25/2021 03:00:00 PM,004XX E 89TH PL,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,633,6,9.0,44,06,1180748.0,1845736.0,2021,03/09/2021 03:52:09 PM,41.731951206,-87.613432067,"(41.731951206, -87.613432067)"
27644,1187,1747,12259754,JE101488,01/02/2021 04:45:00 PM,003XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,TAVERN / LIQUOR STORE,False,False,1532,15,28.0,25,14,1144311.0,1901922.0,2021,01/16/2021 03:49:23 PM,41.886893085,-87.745509336,"(41.886893085, -87.745509336)"
27652,6840,10168,12274540,JE118635,01/21/2021 01:00:00 AM,059XX S ADA ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,713,7,16.0,67,04B,1168342.0,1865422.0,2021,01/28/2021 03:49:05 PM,41.786247966,-87.658314366,"(41.786247966, -87.658314366)"
27655,27406,39842,12323876,JE179045,03/25/2021 04:30:00 AM,047XX S MORGAN ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,933,9,20.0,61,04B,1170438.0,1873572.0,2021,04/01/2021 05:04:48 PM,41.808567051,-87.65039198,"(41.808567051, -87.65039198)"
27688,19670,28493,12305855,JE157676,03/03/2021 08:45:00 AM,026XX N HAMLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,2524,25,31.0,22,14,1150602.0,1917242.0,2021,03/10/2021 03:48:52 PM,41.928812059,-87.72200592700001,"(41.928812059, -87.722005927)"
27693,3129,4731,12266470,JE109283,01/11/2021 01:15:00 AM,004XX N PARK DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,False,True,1834,18,42.0,8,08B,1178583.0,1903429.0,2021,01/18/2021 04:01:40 PM,41.89031518,-87.619607985,"(41.89031518, -87.619607985)"
27694,7581,11231,12276875,JE121350,01/23/2021 05:30:00 PM,051XX W MADISON ST,0460,BATTERY,SIMPLE,GAS STATION,False,False,1533,15,28.0,25,08B,1142285.0,1899542.0,2021,01/30/2021 03:51:02 PM,41.880399914,-87.75300855299999,"(41.880399914, -87.753008553)"
27703,12928,18803,12290483,JE138318,02/10/2021 12:00:00 PM,046XX N SHERIDAN RD,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,1914,19,46.0,3,08B,1168785.0,1930917.0,2021,02/19/2021 03:45:56 PM,41.965961632,-87.654791654,"(41.965961632, -87.654791654)"
27704,31256,45495,12333862,JE191773,04/06/2021 10:58:00 PM,0000X W 24TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,131,1,3.0,33,08B,1176610.0,1888443.0,2021,04/13/2021 05:27:07 PM,41.849237474,-87.62730633299999,"(41.849237474, -87.627306333)"
27711,111,150,12264707,JE107195,01/08/2021 04:02:00 PM,133XX S RIVERDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,533,5,9.0,54,14,1182341.0,1816871.0,2021,01/16/2021 03:49:23 PM,41.652705024,-87.608486139,"(41.652705024, -87.608486139)"
27721,11411,16575,12287602,JE134653,02/04/2021 03:00:00 PM,057XX W GRAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2515,25,36.0,19,11,1137863.0,1913698.0,2021,02/11/2021 03:47:49 PM,41.919326623,-87.76890394899999,"(41.919326623, -87.768903949)"
27722,3618,5470,12267735,JE110694,01/12/2021 10:50:00 AM,030XX N MAJOR AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,2514,25,31.0,19,11,1137846.0,1919619.0,2021,01/19/2021 03:53:51 PM,41.935574804,-87.768823185,"(41.935574804, -87.768823185)"
27723,12485,18160,12289545,JE137257,02/09/2021 04:00:00 PM,047XX W MADISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1113,11,28.0,25,11,1144795.0,1899601.0,2021,02/16/2021 03:52:33 PM,41.880514874,-87.74379049,"(41.880514874, -87.74379049)"
27737,25638,37251,12319937,JE174028,03/20/2021 05:05:00 AM,026XX W ESTES AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2411,24,50.0,2,06,1157541.0,1947008.0,2021,03/27/2021 04:58:28 PM,42.010352945,-87.695693193,"(42.010352945, -87.695693193)"
27743,23034,33488,12317555,JE171746,02/05/2021 08:00:00 AM,028XX N TROY ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1411,14,33.0,21,11,1154887.0,1918716.0,2021,03/19/2021 04:48:59 PM,41.932771913,-87.706220251,"(41.932771913, -87.706220251)"
27762,19589,28380,12305069,JE156647,03/02/2021 08:55:00 AM,010XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1112,11,27.0,23,08B,1151525.0,1906656.0,2021,03/09/2021 03:54:03 PM,41.899745,-87.718892866,"(41.899745, -87.718892866)"
27767,15177,22043,12299334,JE149567,01/29/2021 08:35:00 PM,083XX S PULASKI RD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,False,False,834,8,18.0,70,11,1151179.0,1849116.0,2021,02/25/2021 03:49:23 PM,41.74185414,-87.72166826200001,"(41.74185414, -87.721668262)"
27776,2573,3868,12258824,JE100443,01/01/2021 11:40:00 AM,015XX E 71ST PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,324,3,7.0,43,11,1187686.0,1857888.0,2021,01/16/2021 03:49:23 PM,41.765135411,-87.58762983700001,"(41.765135411, -87.587629837)"
27786,23574,34258,12315375,JE168933,03/14/2021 04:39:00 PM,083XX S ABERDEEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,613,6,21.0,71,14,1170440.0,1849408.0,2021,03/21/2021 04:49:58 PM,41.742258071,-87.651087753,"(41.742258071, -87.651087753)"
27793,33341,48574,12339086,JE197970,04/12/2021 09:00:00 PM,056XX S KOLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,813,8,13.0,62,08B,1148327.0,1866851.0,2021,04/19/2021 05:20:48 PM,41.790577129,-87.731663521,"(41.790577129, -87.731663521)"
27795,28310,41173,12328012,JE184486,03/28/2021 11:18:00 AM,001XX N MAYFIELD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1512,15,29.0,25,11,1137141.0,1900357.0,2021,04/04/2021 05:01:16 PM,41.882730278,-87.771877512,"(41.882730278, -87.771877512)"
27796,15536,22535,12296487,JE145993,02/19/2021 02:00:00 PM,049XX W CONCORD PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2533,25,37.0,25,06,1142971.0,1910512.0,2021,02/26/2021 03:47:53 PM,41.910490112,-87.75021583200001,"(41.910490112, -87.750215832)"
27828,29779,43310,12329626,JE186387,04/01/2021 03:33:00 PM,007XX W DIVERSEY PKWY,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1934,19,44.0,6,06,1170697.0,1918825.0,2021,04/08/2021 05:05:01 PM,41.932738985,-87.648117094,"(41.932738985, -87.648117094)"
27839,3985,6006,12270030,JE113201,01/13/2021 05:40:00 AM,002XX E HURON ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,False,False,1834,18,42.0,8,08B,1178046.0,1905133.0,2021,01/20/2021 03:53:42 PM,41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
27852,2278,3421,12261001,JE102701,01/04/2021 08:23:00 AM,0000X W 87TH ST,0460,BATTERY,SIMPLE,STREET,False,False,632,6,21.0,44,08B,1177779.0,1847295.0,2021,01/16/2021 03:49:23 PM,41.736296927,-87.624261603,"(41.736296927, -87.624261603)"
27871,18734,27101,12304120,JE155564,03/01/2021 04:01:00 AM,035XX N CENTRAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,False,False,1633,16,36.0,15,14,1138390.0,1923189.0,2021,03/08/2021 03:55:51 PM,41.945361403,-87.766737201,"(41.945361403, -87.766737201)"
27872,30718,44694,12331629,JE188930,04/04/2021 04:22:00 AM,004XX W 115TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,522,5,34.0,53,14,1175266.0,1828649.0,2021,04/11/2021 05:07:26 PM,41.685186102,-87.634023122,"(41.685186102, -87.634023122)"
27877,18239,26387,12302625,JE153798,02/27/2021 06:44:00 AM,001XX W 87TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,622,6,21.0,44,06,1176740.0,1847273.0,2021,03/06/2021 03:50:24 PM,41.736259984,-87.62806878200001,"(41.736259984, -87.628068782)"
27896,34212,49861,12339785,JE198862,04/14/2021 01:00:00 AM,066XX N SHERIDAN RD,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2432,24,49.0,1,08B,1167046.0,1944380.0,2021,04/21/2021 04:52:37 PM,42.002942073,-87.66079690000001,"(42.002942073, -87.6607969)"
27897,24391,35457,12321754,JE144390,02/17/2021 07:40:00 PM,100XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,511,5,9.0,49,14,1176711.0,1838473.0,2021,03/25/2021 04:52:53 PM,41.712112271,-87.62843902200001,"(41.712112271, -87.628439022)"
27911,14878,21595,12296529,JE146223,02/17/2021 12:54:00 PM,041XX N MEADE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1624,16,38.0,15,06,1134946.0,1926880.0,2021,02/24/2021 03:49:12 PM,41.955551662,-87.779308565,"(41.955551662, -87.779308565)"
27912,12407,18044,12289485,JE137225,02/09/2021 01:00:00 PM,003XX E 131ST PL,0810,THEFT,OVER $500,APARTMENT,False,False,533,5,9.0,54,06,1180564.0,1818326.0,2021,02/16/2021 03:52:33 PM,41.656738592,-87.61494361,"(41.656738592, -87.61494361)"
27925,17584,25472,12305304,JE148138,02/21/2021 05:00:00 PM,031XX N PULASKI RD,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2523,25,31.0,21,06,1149179.0,1920548.0,2021,03/04/2021 03:49:38 PM,41.93791173,-87.727149134,"(41.93791173, -87.727149134)"
27937,8522,12598,12281463,JE126789,01/26/2021 05:11:00 PM,035XX W 77TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,835,8,18.0,70,11,1154207.0,1852987.0,2021,02/02/2021 03:48:32 PM,41.752417214,-87.71047095200001,"(41.752417214, -87.710470952)"
27941,20271,29367,12307781,JE159767,03/04/2021 11:00:00 AM,014XX N LAKE SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1824,18,43.0,8,08B,1176822.0,1909956.0,2021,03/11/2021 03:47:23 PM,41.908265588,-87.625877455,"(41.908265588, -87.625877455)"
27947,20131,29158,12307383,JE159466,03/04/2021 09:00:00 PM,118XX S UNION AVE,0460,BATTERY,SIMPLE,RESIDENCE,True,False,524,5,34.0,53,08B,1173778.0,1826398.0,2021,03/11/2021 03:47:23 PM,41.679042016,-87.63953666799999,"(41.679042016, -87.639536668)"
27948,23429,34063,12317987,JE172284,03/03/2021 08:00:00 AM,021XX N SPAULDING AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1413,14,26.0,22,11,1153802.0,1914075.0,2021,03/20/2021 04:49:02 PM,41.920058342,-87.710331456,"(41.920058342, -87.710331456)"
27954,31779,46257,12334835,JE192913,04/07/2021 11:01:00 PM,040XX W 21ST PL,0810,THEFT,OVER $500,APARTMENT,False,True,1012,10,24.0,29,06,1149688.0,1889451.0,2021,04/14/2021 05:57:55 PM,41.852568439,-87.726087331,"(41.852568439, -87.726087331)"
27956,9775,14264,12281371,JE126792,01/29/2021 04:04:00 PM,031XX W 38TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,911,9,12.0,58,08B,1156104.0,1879249.0,2021,02/05/2021 03:47:46 PM,41.824446014,-87.70281340000001,"(41.824446014, -87.7028134)"
27965,14971,21741,12294499,JE143585,02/17/2021 03:52:00 AM,054XX S HAMLIN AVE,0810,THEFT,OVER $500,STREET,False,False,822,8,23.0,62,06,1151964.0,1868289.0,2021,02/24/2021 03:49:12 PM,41.794452595,-87.718289665,"(41.794452595, -87.718289665)"
27975,33560,48888,12337961,JE196712,04/12/2021 12:00:00 AM,019XX W FULLERTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,1432,14,32.0,22,08B,1163057.0,1915962.0,2021,04/19/2021 05:20:48 PM,41.925046858,-87.67627386299999,"(41.925046858, -87.676273863)"
27976,32543,47413,12335958,JE194098,04/09/2021 06:00:00 AM,056XX W ADDISON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,1633,16,36.0,15,08B,1138069.0,1923370.0,2021,04/16/2021 05:26:56 PM,41.945863902,-87.767912706,"(41.945863902, -87.767912706)"
28013,18263,26425,12302470,JE153625,02/27/2021 01:55:00 AM,057XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1513,15,29.0,25,08B,1138058.0,1899436.0,2021,03/06/2021 03:50:24 PM,41.880186421,-87.76853246299999,"(41.880186421, -87.768532463)"
28032,7107,10563,12279554,JE124624,01/21/2021 11:30:00 AM,064XX N ROCKWELL ST,0810,THEFT,OVER $500,APARTMENT,False,False,2412,24,50.0,2,06,1157819.0,1942687.0,2021,01/29/2021 03:44:00 PM,41.998490282,-87.69478890299999,"(41.998490282, -87.694788903)"
28042,27265,39628,12327301,JE183591,03/25/2021 12:00:00 PM,018XX W 108TH PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2212,22,19.0,75,11,1165559.0,1832426.0,2021,04/01/2021 05:04:48 PM,41.695761573,-87.669451562,"(41.695761573, -87.669451562)"
28043,9232,13530,12282845,JE128225,01/28/2021 10:35:00 PM,017XX N SHEFFIELD AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1811,18,2.0,7,06,1169382.0,1911420.0,2021,02/04/2021 03:52:02 PM,41.91244802,-87.653165399,"(41.91244802, -87.653165399)"
28053,22882,33289,12313394,JE166614,03/12/2021 01:30:00 AM,043XX W WABANSIA AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2534,25,36.0,23,06,1147030.0,1910941.0,2021,03/19/2021 04:51:13 PM,41.911590641,-87.73529345200001,"(41.911590641, -87.735293452)"
28055,27164,39475,12322717,JE177992,03/24/2021 03:15:00 AM,028XX S PULASKI RD,0810,THEFT,OVER $500,GAS STATION,False,False,1031,10,22.0,30,06,1150170.0,1884913.0,2021,03/31/2021 04:59:47 PM,41.840106225,-87.724436322,"(41.840106225, -87.724436322)"
28056,15139,21991,12295790,JE145185,02/18/2021 06:10:00 PM,022XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1431,14,1.0,22,06,1157572.0,1914937.0,2021,02/25/2021 03:51:59 PM,41.922347745,-87.69645626399999,"(41.922347745, -87.696456264)"
28067,6009,8988,12273593,JE117515,01/19/2021 08:15:00 PM,064XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,2432,24,49.0,1,06,1167084.0,1943273.0,2021,01/26/2021 03:51:22 PM,41.999903626,-87.660689096,"(41.999903626, -87.660689096)"
28104,19346,28035,12308341,JE160650,02/04/2021 12:00:00 AM,023XX W WINNEMAC AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2031,20,40.0,4,11,1159884.0,1933429.0,2021,03/09/2021 03:52:09 PM,41.973043448,-87.687449254,"(41.973043448, -87.687449254)"
28114,33273,48479,12337863,JE196624,04/11/2021 03:30:00 AM,001XX W KINZIE ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,False,False,1831,18,42.0,8,06,1174923.0,1902985.0,2021,04/18/2021 05:28:06 PM,41.889179572,-87.633062369,"(41.889179572, -87.633062369)"
28116,2916,4395,12269860,JE112571,01/09/2021 05:30:00 PM,067XX N OCTAVIA AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1611,16,41.0,9,06,1126717.0,1944213.0,2021,01/17/2021 03:48:02 PM,42.003257201,-87.809170809,"(42.003257201, -87.809170809)"
28122,9411,13775,12285093,JE131235,02/02/2021 12:00:00 PM,064XX S YALE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,722,7,20.0,68,11,1175609.0,1862380.0,2021,02/09/2021 03:47:29 PM,41.777740745,-87.631760999,"(41.777740745, -87.631760999)"
28150,12408,18045,12288990,JE136478,02/09/2021 02:26:00 AM,056XX S HAMILTON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,715,7,15.0,67,06,1162996.0,1867201.0,2021,02/16/2021 03:52:33 PM,41.791243273,-87.67786581700001,"(41.791243273, -87.677865817)"
28151,24585,35722,12317902,JE171965,03/17/2021 09:00:00 PM,049XX W POLK ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,False,1533,15,29.0,25,04B,1143663.0,1895844.0,2021,03/24/2021 05:06:10 PM,41.870226461,-87.748041209,"(41.870226461, -87.748041209)"
28155,8304,12306,12280242,JE125377,01/26/2021 05:00:00 PM,069XX N BELL AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2411,24,50.0,2,06,1160178.0,1946175.0,2021,02/02/2021 03:48:32 PM,42.008012862,-87.686013879,"(42.008012862, -87.686013879)"
28163,3709,5605,12268989,JE111279,01/13/2021 04:55:00 AM,011XX S ASHLAND AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False,1231,12,27.0,28,08B,1165906.0,1895047.0,2021,01/20/2021 03:53:42 PM,41.867594217,-87.666402762,"(41.867594217, -87.666402762)"
28172,17505,25361,12301495,JE152418,02/25/2021 08:25:00 PM,028XX W LAWRENCE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,GAS STATION,False,False,2031,20,40.0,4,04A,1156793.0,1931761.0,2021,03/04/2021 03:52:04 PM,41.968529752,-87.698860976,"(41.968529752, -87.698860976)"
28180,19042,27576,12304075,JE155516,03/01/2021 12:40:00 AM,055XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1522,15,29.0,25,08B,1139376.0,1900200.0,2021,03/08/2021 03:55:51 PM,41.882259032,-87.763674222,"(41.882259032, -87.763674222)"
28186,16874,24464,12299056,JE149447,02/23/2021 03:00:00 AM,005XX W 85TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,622,6,21.0,71,08B,1173987.0,1848476.0,2021,03/02/2021 03:50:05 PM,41.739622639,-87.63811918100001,"(41.739622639, -87.638119181)"
28196,9905,14448,12286106,JE132626,01/30/2021 05:30:00 PM,088XX S EXCHANGE AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,423,4,10.0,46,06,1197300.0,1846927.0,2021,02/06/2021 03:52:06 PM,41.734823509,-87.552756858,"(41.734823509, -87.552756858)"
28212,23061,33524,12314056,JE166518,03/12/2021 12:00:00 AM,005XX S CLAREMONT AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1225,12,28.0,28,08A,1160814.0,1897601.0,2021,03/19/2021 04:51:13 PM,41.874709669,-87.685025509,"(41.874709669, -87.685025509)"
